,City,Date,Text,Username
410,Plant City,2022-09-28 17:54:17+00:00,Bozalena sitting in her little shelter during the storm #ian #sandytoessociety @ Sandytoessociety https://t.co/MdFjgPPfLX,justgary4u
411,Miami Beach,2022-09-24 18:55:17+00:00,"Nothing like college gameday. Join me and @alex_bitchatchi over on WVUM 90.5 FM or https://t.co/QbM5umd0ln for no. 25 Miami (2-1) vs. Middle Tennessee State (2-1). Pregame starts at 3:15 for a 3:30 kickoff.

#CanesFootball #Miami #Hurricanes https://t.co/jOSWiH45s1",PMSports7
412,Miami Gardens,2022-09-26 22:02:17+00:00,@brycent_ welcome to hurricane season 💦,ohihello1
413,South Miami,2022-09-27 19:02:38+00:00,"16,000 team members from over 27 states are in position at multiple staging sites across our territory to help restore power after expected outages due to #HurricaneIan. Keep up-to-date via our app or text as indicated below. https://t.co/7T19HFe87m",benglishjr
414,Hialeah,2022-09-28 00:46:31+00:00,"#HurricanIan 
@WiltonManorsCty",WMPD411
415,Palmetto Bay,2022-09-28 03:00:15+00:00,"@Waynesprat Dunno about Amy, but Ian is being a pain",JuanG_Arango
416,Maitland,2022-09-26 00:15:37+00:00,@FreiKrystian Checking where Ian's going 🌀,dogparkgal
417,Davie,2022-09-28 12:47:22+00:00,Hard not to stare at satellite imagery this morning of Category 4 Hurricane #Ian https://t.co/OYTiKmzDCG,Jackson_Dill
418,Coral Springs,2022-09-29 00:30:37+00:00,now to caitlin with the weather: https://t.co/x6LsGdhd2D,caitlin__cara
419,Palmetto Bay,2022-09-28 09:19:15+00:00,"#Ian is now a Category 4 hurricane as it heads toward landfall near #PortCharlotte this afternoon. #FortMyers area is likely to experience the brunt of the eastern eyewall with #CharlotteHarbor in line for the peak storm surge... nearly identical to Charley '04, but much larger. https://t.co/Kr6PYOwUqd",BMcNoldy
420,Aventura,2022-09-28 09:16:09+00:00,"Tornadoes are more destructive and the winds stronger than hurricanes. However, they are much smaller and don’t last nearly as long.",Aunty__Em
421,Winter Springs,2022-09-28 22:39:40+00:00,&amp; this is only the beginning of this hurricane,V_dubbsx3
422,Tampa,2022-09-29 03:24:41+00:00,"Bro , Ian was literally a few miles away . We dead ass could've been under water too",Smegsss
423,Palmetto Bay,2022-09-28 02:55:51+00:00,What should I buy for this hurricane besides weed ?,SourPussyMami_
424,Cape Coral,2022-09-23 10:26:34+00:00,"Just realized if this comes to me in SWFL, this will be my 20th hurricane I’ve been through",StantonThe3rd
425,Sweetwater,2022-09-28 02:34:55+00:00,Praying for this storm to weaken 🙏🏼 https://t.co/HqGmT9BIeI,PoopiesMommy
426,Coral Springs,2022-09-28 21:09:49+00:00,"Club members and all Florida, be safe. For all our club members, feel free to use our club’s private chat for any help you need from our team after hurricane Ian. We will do whatever we can to help you. Will send more details soon after the storm passes.",TeslaClubSoFla
427,Jacksonville,2022-09-29 09:00:54+00:00,"Middleburg, FL (4:38 AM)Grid Power Outage Event&gt;&gt; The Ting Network detected an Electric Utility Grid Power Outage event. The event started at 4:38 AM local time and impacted at least 5 homes.",grid_events
428,Deltona,2022-09-23 12:24:21+00:00,"#Frankenstein Storm Surge #5 2016  #DeanKoontz   As the risen dead rampage through New Orleans like locusts, police detectives Carson O'Connor and Michael Maddison finally track down the source of the undead uprising - Victor Frankenstein! https://t.co/3IPeOrGTGC https://t.co/asMSDechjG",MakeMyComicRare
429,Tampa,2022-09-27 23:02:07+00:00,? Right now on Sept. 27/28/29 a one hundred year hurricane packing a wind speed of 120 mph with gusts of 60 named Ian which is a monster hurricane is barreling down on Florida and the Tampa Bay Area that may temporarily closed down the sunshine state. Right now the US economy is,vincentleon1
430,Lauderhill,2022-09-26 10:47:06+00:00,"Good morning Fellow Floridians 🌞- It’s time to embrace a new Monday! Do not overreact to Hurricane Ian updates, and please remember 🤔 you have ALL YEAR round to prepare for (possible) killer storms. 🌪 🌀 #hurricane #florida https://t.co/k74x5nj22m",foodcriticlife
431,Lake Mary,2022-09-25 14:42:26+00:00,"We have noticed a slight shift in our ENSEMBLES since late last night.

It will be interesting to see if the Hurricane Center makes a subtle shift to the east or stay where they are based on the global models? Waiting on the 11am advisory for more detail. https://t.co/3hCcYnPcnj",TMainolfiWESH
432,Plant City,2022-09-23 21:33:08+00:00,The @WFLA weather crew is so talented!,peterson_pdf
433,Sweetwater,2022-09-29 00:34:17+00:00,Social media makes every world news event omnipresent and exhausting. Currently between a hurricane and nuclear war. Excruciating.,mikeclovell
434,Bradenton,2022-09-28 16:20:32+00:00,Snacks are next. #Hurricane #Ian https://t.co/QuenUHvFf5,AllynPaul
435,Maitland,2022-09-28 16:21:37+00:00,#Hurricane #Ian https://t.co/T3fo2dg3us,millerlitedj
436,South Miami,2022-09-27 23:11:44+00:00,"Flourish Update: Due to weather conditions Flourish is being postponed to next Wednesday, Oct. 5th! Stay safe 🤍 

https://t.co/QqFyu93o4b https://t.co/431D0fI7pj",calvarymia
437,Kissimmee,2022-09-28 18:50:48+00:00,As a political science student I can assure everyone that Florida isn’t going to be destroyed by the storm because that would not be in its own self interest,audge9129
438,Miami,2022-09-27 02:20:40+00:00,Still seems it’s moving due north. Going through the Yucatán peninsula is looking less likely. Still hugging east side of the cone. #ian https://t.co/vVnqmLkc1O,_MarcAnthony__
439,Tampa,2022-09-29 11:25:36+00:00,Jim Cantore from the Weather Channel gets knocked down by a tree branch while covering #Hurricane_Ian. https://t.co/3DeNlMnqWb,GlobalWeatherA2
440,Plant City,2022-09-28 17:06:55+00:00,"Weather reporter on The Weather Channel currently in the eye of Hurricane Ian in Fort Myers, FL. 155 mph winds and very close to a Hurricane 5 🌀🌪 https://t.co/GUadykIPGJ",CheesyCapizzi
441,Tampa,2022-09-28 18:11:34+00:00,"One of the hidden joys of hurricanes in Florida… Animals that refuse to go to the bathroom. 

Mr. Coopy is holding out 😂

All good here in Tampa still. We always manage to not get hit. 

Go away Ian!!! 

#HurricanIan https://t.co/3ZxUtKvdbX",jeremydgriffin
442,Hialeah,2022-09-27 16:04:22+00:00,"#IanHurricane Habla el gobernador de Florida @GovRonDeSantis EN VIVO habla sobre la llegada del huracán Ian a #Florida 

https://t.co/vzZpqz8NNl https://t.co/GLnHH4Qjph",EVTVMiami
443,Plant City,2022-09-29 16:22:28+00:00,We are headed down to Naples and Fort Myers if there any people that wish to talk to us about their experience in Hurricane Ian we would love to tell your story. I appreciate this is a difficult time so if you’re not comfortable that’s fine but please reach out if you would like,jwhittalTWN
444,Hollywood,2022-09-26 22:16:00+00:00,"South Florida:

I will take rainy &amp; gusty over a #hurricane every day and twice on Sundays—or in this case Wednesday

But rain, and *lots* of it, will cause flooding

#Floods here have been getting worse for multiple man-made reasons including #ClimateChange

It *will* #flood",JohnMoralesTV
445,Fort Lauderdale,2022-09-27 04:32:17+00:00,"For those in the path of Hurricane Ian: If gas gets scarce, check to see if any local car dealerships have there own (mostly little know) “gas stations” on their property. This has worked out great for me during past storms. https://t.co/gObAAsGpdS",gquinn16
446,Pompano Beach,2022-09-26 23:03:58+00:00,Definitely a mark of the hardcore among us to be at @BrowardGOP BREC meeting tonight in this weather!,gwardhome
447,Fort Lauderdale,2022-09-29 09:27:51+00:00,"Some perspective on just how ""eerily similar"" the #Ian and #Charley tracks were: both followed similar routes into and through the Caribbean, both hit western Cuba as hurricanes, both became Category 4 hurricanes hours before hitting the exact same spot: #CharlotteHarbor. https://t.co/fzr37EV0V6",BMcNoldy
448,Tampa,2022-09-28 22:03:49+00:00,@DeSantisWarRoom @politicofl Governor DeSantis is doing an outstanding job of handling the response to the hurricane.  Leftists are panicking because “Judas” Crist is trailing in the polls and they’re desperate to find something to blame DeSantis for.,Fairban55337332
449,Lauderhill,2022-09-24 14:17:20+00:00,"Tropical Storm Ian is currently forecast to move W today, then turn to the NW late tonight and Sunday. 

Review safety and emergency plans now. 

Updates will be provided on the availability of resources and how to access them, should the need arise. @miramarfrem @MiramarPD https://t.co/Vtv5W2f1ry",CityofMiramar
450,South Miami,2022-09-27 11:16:23+00:00,"Our thoughts are w everyone in the path oh #HurricaneIan. Hurricanes can trigger strong feelings of distress, esp. in those who were impacted by past storms &amp; had a difficult recovery. You're not alone: we are here to help. 🔗 🔝 #ptsd #trauma #Anxiety #mentalhealth #depression",kinder_keys
451,Maitland,2022-09-28 18:51:08+00:00,@ninaturner Weather is not climate. Your rules.,DavidGmeh
452,St. Augustine,2022-09-29 13:45:56+00:00,"Nocatee, FL (9:37 AM)Grid Power Outage Event&gt;&gt; The Ting Network detected an Electric Utility Grid Power Outage event. The event started at 9:37 AM local time and impacted at least 36 homes.",grid_events
453,Lakeland,2022-09-28 22:24:07+00:00,"Lost power about an hour ago.  Our area will receive hurricane force winds, but it will become a tropical storm once it passes.  The winds are already beginning to howl.  This is how it sounds from inside the house..:  #HurricaneIan https://t.co/rL9KdhnMYA",SDotVA
454,Lake Mary,2022-09-28 00:09:51+00:00,"@WFTV You guys again are doing a GREAT job keeping up all safe and updated with Hurricane Ian. This hurricane isn't like anything I've ever seen. This bad boy is just what I said ""A BAAD  BOY🤣!""  You guys are so appreciated for a job well job. Thank you 👏🏾😌",Boshank1962
455,Winter Springs,2022-09-28 11:08:32+00:00,We are about to get slammed by a borderline cat 5 hurricane.,IT_Coaster_Guy
456,Orlando,2022-09-27 23:36:21+00:00,hurricane prep 🌀 https://t.co/g1Vg67oxnl,videopixil
457,Kissimmee,2022-09-29 15:55:00+00:00,"Central Florida stay safe during Hurricane Ian and visit our YouTube channel to watch videos like this and other content…. Elite 100 Prospects

 @harrell_jai @TheMainlandHSFB @Mainlandhigh @CityOfDaytona https://t.co/gtCiaq1lBO",elite100prospec
458,Pembroke Pines,2022-09-28 13:19:54+00:00,"GM from dawnpatrol on Fort Lauderdale beach in the outer bands of Hurricane Ian on the east coast of Florida. 
Confront your obstacles, don’t ignore them or procrastinate. 
Knock them out! https://t.co/UB3t8mzEij",SethPlatt
459,Maitland,2022-09-29 17:40:06+00:00,@CryptoNewsUpd8s That would be a blessing!  Just rode out hurricane ian.  And have been out of work because of Covid $Griffindorgirl,griffindorgirl
460,Tampa,2022-09-28 17:48:26+00:00,i’m tryna be cool with hurricane ian like hey bro i don’t want any trouble,DepatieSavanna
461,West Palm Beach,2022-09-28 02:32:39+00:00,"It's my birthday and I unexpectedly don't have work tomorrow because Hurricane, so I'm doing exactly what I always imagined I'd do when I turned thirty (triple feature: Shakespeare in Love, Princess Bride, Frozen II)",LaurelOutLoud
462,Winter Springs,2022-09-28 21:04:30+00:00,@NavychickJenn How about a dozen hurricanes,MaryBriggs1
463,Tampa,2022-09-27 14:59:56+00:00,Leaving little bits of cheese around my house so the ants and mice have somewhere nice to go during the hurricane,Aaron__Chambers
464,North Port,2022-09-27 23:29:39+00:00,"If you are monitoring the storms in Florida, What are you expecting the category of #IAN to be when it makes landfall? #FLwx #Hurricane #Storm #Florida",LLN_Jack
465,Clearwater,2022-09-26 19:35:21+00:00,Me chillin right outside of Zone E in an apartment above a garage; hurricane party at my place!!!! Bring wine and air mattresses!,mylifeasmo
466,Sunrise,2022-09-27 13:28:06+00:00,"Drive safely! Driving in severe weather conditions can significantly increase the potential for a dangerous situation. Don't forget to follow these rules to keep everyone safe. 

🚗TURN LIGHTS AND WIPERS ON
⚠️ SLOW DOWN
💧 NEVER DRIVE THROUGH A FLOODED AREA
⛔️ DON'T SPEED https://t.co/iZQxwNixdb",browardsheriff
467,Sunrise,2022-09-27 18:47:26+00:00,@redzoneinthelab Lol no idea I'm out here in Florida and I remember when the hurricane was supposed to hit us but it was across the shores and that's when he said if it goes 20 miles west were all dead. It was a catagory 4 at the time so I mean he could be telling the truth lol,MrHart__
468,Hialeah,2022-09-29 00:48:49+00:00,"@WarnockWarrior Hurricane Ian is classified as a Category 4. However, if it threatens Mar-a-Largo, Trump says he can declassify it — by just thinking about it",JamesAlexBond
469,Miami Gardens,2022-09-28 19:46:56+00:00,Live weather graphics on Hurricane #Ian from the @7Weather team ⬇️,Jackson_Dill
470,Lakeland,2022-09-29 00:28:58+00:00,This wind is whooping our ass. Power keeps flickering  #Hurricanelan #ian #Lakeland  #Florida #wxtwitter #WeatherUpdate,SynCarter_
471,Clearwater,2022-09-28 00:18:55+00:00,"Olly Olly in come free #hurricane #florida #ian #storm #weather @ Madeira Beach, Florida https://t.co/ULHBJUSXHg",Bosteve
472,Sanford,2022-09-28 01:01:27+00:00,"I cant wait to go home , today has been the longest day of my life . 4am to 11pm . Both jobs .. wild ass people cause of this hurricane and back to do it again tomorrow 4am to 6pm",raee_henriquez
473,Winter Springs,2022-09-29 02:58:14+00:00,"@fox35john
This was Titusville, DraaPark
Around 6pm. My Front yard, the prone to flooding road may be a river by morning Hoping That dry Air wrings Ian out. 🙏 https://t.co/ooXlPZrLbd",DianaColtey
474,Miramar,2022-09-27 03:37:55+00:00,Salí a tiempo de Miami antes de que llegue IAN 🌀 https://t.co/h6JkoU8pzP,joelgarza_
475,Punta Gorda,2022-09-28 20:01:04+00:00,Ears popping #Ian,OfficialJoelF
476,Palmetto Bay,2022-09-26 12:14:10+00:00,"That *depleted* defense was on the field for 20 minutes total out of the 60. 

Miami constantly plays in that 100° weather….

3-0",WNDRLST_Pipe
477,Sunrise,2022-09-24 14:17:20+00:00,"Tropical Storm Ian is currently forecast to move W today, then turn to the NW late tonight and Sunday. 

Review safety and emergency plans now. 

Updates will be provided on the availability of resources and how to access them, should the need arise. @miramarfrem @MiramarPD https://t.co/Vtv5W2f1ry",CityofMiramar
478,Lake Mary,2022-09-28 07:26:27+00:00,"🚨 Hurricane Ian Update 🚨

We are going to see a CAT 3 push inland close to Arcadia. These effects are going to be bad... with Hurricane winds reaching Orlando. Coastal landfall will be a CAT 4. 
Stay Safe! https://t.co/CbcAUshai6",UniversallyAdd
479,Miami Beach,2022-09-28 19:31:24+00:00,@BTSjkaaaaayyy In This side of the world is 3:30 pm and a hurricane going on right now.. to you will be morning soon . 💜,rabiirene1
480,Cape Coral,2022-09-28 20:22:01+00:00,"Water making it to the second story… in #fortmyers 

Some houses have been completely destroyed &amp; taken off their foundations

#HurricaneIan #hurricane #ian https://t.co/xhkkZ1cRp1",respondingcode2
481,Sanford,2022-09-29 10:33:54+00:00,@jayRecher @WFLANews @bigrig98rock @iHeartRadio Lost power about 60 seconds after we got off the air. Woke up over confident after a night of A/C.,BrandonKravitz
482,Miramar,2022-09-23 18:13:37+00:00,Miami-Dade residents should continue monitoring this tropical depression as it has the potential to develop into a tropical storm and impact Florida in the coming week. Please click the following link to review FEMA’s hurricane preparedness kit https://t.co/kPVMHW4zMt https://t.co/HD7ELdd0d6,KMCabreraFL
